state,county,2010_population,2015_population,,FIPS
Georgia,Jones,28669,28441,JonesGeorgia,13169
Iowa,Jones,20638,20433,JonesIowa,19105
Mississippi,Jones,67761,68629,JonesMississippi,28067
North Carolina,Jones,10153,9777,JonesNorth Carolina,37103
South Dakota,Jones,1006,917,JonesSouth Dakota,46075
Texas,Jones,20202,19966,JonesTexas,48253
Oregon,Josephine,82713,84528,JosephineOregon,41033
Utah,Juab,10246,10551,JuabUtah,49023
Montana,JudithBasin,2072,1931,JudithBasinMontana,30045
Alaska,Juneau,31275,32615,JuneauAlaska,2110
Wisconsin,Juneau,26664,26307,JuneauWisconsin,55057
Pennsylvania,Juniata,24636,24445,JuniataPennsylvania,42067
Michigan,Kalamazoo,250331,259676,KalamazooMichigan,26077
Hawaii,Kalawao,90,88,KalawaoHawaii,15005
Michigan,Kalkaska,17153,17248,KalkaskaMichigan,26079
Minnesota,Kanabec,16239,15888,KanabecMinnesota,27065
West Virginia,Kanawha,193063,188282,KanawhaWest Virginia,54039
Minnesota,Kandiyohi,42239,42623,KandiyohiMinnesota,27067
Illinois,Kane,515269,528760,KaneIllinois,17089
Utah,Kane,7125,7039,KaneUtah,49025
Illinois,Kankakee,113449,111750,KankakeeIllinois,17091
Texas,Karnes,14824,15413,KarnesTexas,48255
Hawaii,Kauai,67091,71021,KauaiHawaii,15007
Texas,Kaufman,103350,114055,KaufmanTexas,48257
Oklahoma,Kay,46562,45226,KayOklahoma,40071
Nebraska,Kearney,6489,6558,KearneyNebraska,31099
Kansas,Kearny,3977,3929,KearnyKansas,20093
Nebraska,Keith,8368,8136,KeithNebraska,31101
Mississippi,Kemper,10456,10111,KemperMississippi,28069
Alaska,KenaiPeninsula,55400,58034,KenaiPeninsulaAlaska,2122
Illinois,Kendall,114736,122878,KendallIllinois,17093
Texas,Kendall,33410,39938,KendallTexas,48259
Texas,Kenedy,416,441,KenedyTexas,48261
Maine,Kennebec,122151,121010,KennebecMaine,23011
Wisconsin,Kenosha,166426,167910,KenoshaWisconsin,55059
Delaware,Kent,162310,173128,KentDelaware,10001
Maryland,Kent,20197,19715,KentMaryland,24029
Michigan,Kent,602622,637164,KentMichigan,26081
Rhode Island,Kent,166158,163747,KentRhode Island,44003
Texas,Kent,808,747,KentTexas,48263
Kentucky,Kenton,159720,164478,KentonKentucky,21117
Iowa,Keokuk,10511,10171,KeokukIowa,19107
California,Kern,839631,876031,KernCalifornia,6029
Texas,Kerr,49625,50880,KerrTexas,48265
South Carolina,Kershaw,61697,63661,KershawSouth Carolina,45055
Alaska,KetchikanGateway,13477,13702,KetchikanGatewayAlaska,2130
Wisconsin,Kewaunee,20574,20324,KewauneeWisconsin,55061
Michigan,Keweenaw,2156,2123,KeweenawMichigan,26083
Nebraska,KeyaPaha,824,797,KeyaPahaNebraska,31103
North Dakota,Kidder,2435,2449,KidderNorth Dakota,38043
Nebraska,Kimball,3821,3716,KimballNebraska,31105
Texas,Kimble,4607,4391,KimbleTexas,48267
Virginia,KingandQueen,6945,7085,KingandQueenVirginia,51097
Virginia,KingGeorge,23584,25414,KingGeorgeVirginia,51099
Texas,King,286,282,KingTexas,48269
Washington,King,1931249,2126178,KingWashington,53033
Virginia,KingWilliam,15935,16282,KingWilliamVirginia,51101
Oklahoma,Kingfisher,15034,15588,KingfisherOklahoma,40073
Kansas,Kingman,7858,7636,KingmanKansas,20095
California,Kings,152982,150085,KingsCalifornia,6031
New York,Kings,2504700,2608794,KingsNew York,36047
South Dakota,Kingsbury,5148,4952,KingsburySouth Dakota,46077
Texas,Kinney,3598,3589,KinneyTexas,48271
Colorado,Kiowa,1398,1384,KiowaColorado,8061
Kansas,Kiowa,2553,2570,KiowaKansas,20097
Oklahoma,Kiowa,9446,9116,KiowaOklahoma,40075
Colorado,KitCarson,8270,8215,KitCarsonColorado,8063
Washington,Kitsap,251133,259232,KitsapWashington,53035
Washington,Kittitas,40915,43095,KittitasWashington,53037
Minnesota,Kittson,4552,4409,KittsonMinnesota,27069
Oregon,Klamath,66380,65670,KlamathOregon,41035
Texas,Kleberg,32061,31413,KlebergTexas,48273
Washington,Klickitat,20318,21005,KlickitatWashington,53039
Kentucky,Knott,16346,15680,KnottKentucky,21119
Illinois,Knox,52919,51370,KnoxIllinois,17095
Indiana,Knox,38440,37760,KnoxIndiana,18083
Kentucky,Knox,31883,31465,KnoxKentucky,21121
Maine,Knox,39736,39786,KnoxMaine,23013
Missouri,Knox,4131,3907,KnoxMissouri,29103
Nebraska,Knox,8701,8468,KnoxNebraska,31107
Ohio,Knox,60921,61001,KnoxOhio,39083
Tennessee,Knox,432226,451297,KnoxTennessee,47093
Texas,Knox,3719,3792,KnoxTexas,48275
Alaska,KodiakIsland,13592,13767,KodiakIslandAlaska,2150
Minnesota,Koochiching,13311,12797,KoochichingMinnesota,27071
Idaho,Kootenai,138494,149367,KootenaiIdaho,16055
Indiana,Kosciusko,77358,78547,KosciuskoIndiana,18085
Iowa,Kossuth,15543,15158,KossuthIowa,19109
Alaska,Kusilvak,7459,8194,KusilvakAlaska,#N/A
Wisconsin,LaCrosse,114638,117699,LaCrosseWisconsin,55063
Arizona,LaPaz,20489,20466,LaPazArizona,4012
Colorado,LaPlata,51334,54687,LaPlataColorado,8067
Texas,LaSalle,6886,7637,LaSalleTexas,48283
Kansas,Labette,21607,20628,LabetteKansas,20099
Minnesota,LacquiParle,7259,6877,LacquiParleMinnesota,27073
Pennsylvania,Lackawanna,214437,211863,LackawannaPennsylvania,42069
Missouri,Laclede,35571,35469,LacledeMissouri,29105
Arkansas,Lafayette,7645,7010,LafayetteArkansas,5073
Florida,Lafayette,8870,8724,LafayetteFlorida,12067
Louisiana,Lafayette,221578,239332,LafayetteLouisiana,22055
Mississippi,Lafayette,47351,52736,LafayetteMississippi,28071
Missouri,Lafayette,33381,32624,LafayetteMissouri,29107
Wisconsin,Lafayette,16836,16791,LafayetteWisconsin,55065
Louisiana,Lafourche,96318,98314,LafourcheLouisiana,22057
Indiana,LaGrange,37128,38616,LaGrangeIndiana,18087
Alaska,LakeandPeninsula,1631,1595,LakeandPeninsulaAlaska,2164
California,Lake,64665,64260,LakeCalifornia,6033
Colorado,Lake,7310,7442,LakeColorado,8065
Florida,Lake,297052,325154,LakeFlorida,12069
Illinois,Lake,703462,704611,LakeIllinois,17097
Indiana,Lake,496005,487908,LakeIndiana,18089
Michigan,Lake,11539,11697,LakeMichigan,26085
Minnesota,Lake,10866,10541,LakeMinnesota,27075
Montana,Lake,28746,29457,LakeMontana,30047
Minnesota,LakeoftheWoods,4045,3868,LakeoftheWoodsMinnesota,27077
Ohio,Lake,230041,229836,LakeOhio,39085
Oregon,Lake,7895,7779,LakeOregon,41037
South Dakota,Lake,11200,12334,LakeSouth Dakota,46079
Tennessee,Lake,7832,7602,LakeTennessee,47095
Alabama,Lamar,14564,13927,LamarAlabama,1075
Georgia,Lamar,18317,18236,LamarGeorgia,13171
Mississippi,Lamar,55658,60966,LamarMississippi,28073
Texas,Lamar,49793,49373,LamarTexas,48277
Texas,Lamb,13977,13259,LambTexas,48279
Vermont,Lamoille,24475,25240,LamoilleVermont,50015
North Dakota,LaMoure,4139,4136,LaMoureNorth Dakota,38045
Texas,Lampasas,19677,20362,LampasasTexas,48281
Nebraska,Lancaster,285407,306096,LancasterNebraska,31109
Pennsylvania,Lancaster,519445,535811,LancasterPennsylvania,42071
South Carolina,Lancaster,76652,86261,LancasterSouth Carolina,45057
Virginia,Lancaster,11391,10825,LancasterVirginia,51103
Nevada,Lander,5775,5873,LanderNevada,32015
Kansas,Lane,1750,1630,LaneKansas,20101
Oregon,Lane,351715,361946,LaneOregon,41039
Wisconsin,Langlade,19977,19048,LangladeWisconsin,55067
Georgia,Lanier,10078,10269,LanierGeorgia,13173
Michigan,Lapeer,88319,88368,LapeerMichigan,26087
Indiana,LaPorte,111467,110835,LaPorteIndiana,18091
Wyoming,Laramie,91738,96969,LaramieWyoming,56021
Colorado,Larimer,299630,333303,LarimerColorado,8069
Kentucky,Larue,14193,14110,LarueKentucky,21123
Colorado,LasAnimas,15507,14043,LasAnimasColorado,8071
Illinois,LaSalle,113924,111019,LaSalleIllinois,17099
Louisiana,LaSalle,14890,14979,LaSalleLouisiana,22059
California,Lassen,34895,31256,LassenCalifornia,6035
Idaho,Latah,37244,38796,LatahIdaho,16057
Oklahoma,Latimer,11154,10624,LatimerOklahoma,40077
Alabama,Lauderdale,92709,92459,LauderdaleAlabama,1077
Mississippi,Lauderdale,80261,78348,LauderdaleMississippi,28075
Tennessee,Lauderdale,27815,26903,LauderdaleTennessee,47097
Kentucky,Laurel,58849,59919,LaurelKentucky,21125
Georgia,Laurens,48434,47486,LaurensGeorgia,13175
South Carolina,Laurens,66537,66421,LaurensSouth Carolina,45059
Texas,Lavaca,19263,19919,LavacaTexas,48285
Alabama,Lawrence,34339,33135,LawrenceAlabama,1079
Arkansas,Lawrence,17415,16696,LawrenceArkansas,5075
Illinois,Lawrence,16833,16465,LawrenceIllinois,17101
Indiana,Lawrence,46134,45568,LawrenceIndiana,18093
Kentucky,Lawrence,15860,15861,LawrenceKentucky,21127
Mississippi,Lawrence,12929,12691,LawrenceMississippi,28077
Missouri,Lawrence,38634,37981,LawrenceMissouri,29109
Ohio,Lawrence,62450,60923,LawrenceOhio,39087
Pennsylvania,Lawrence,91108,88122,LawrencePennsylvania,42073
South Dakota,Lawrence,24097,24827,LawrenceSouth Dakota,46081
Tennessee,Lawrence,41869,42592,LawrenceTennessee,47099
Oklahoma,LeFlore,50384,50018,LeFloreOklahoma,40079
Minnesota,LeSueur,27703,27755,LeSueurMinnesota,27079
New Mexico,Lea,64727,71476,LeaNew Mexico,35025
Mississippi,Leake,23805,22777,LeakeMississippi,28079
Kansas,Leavenworth,76227,79119,LeavenworthKansas,20103
Pennsylvania,Lebanon,133568,137479,LebanonPennsylvania,42075
Alabama,Lee,140247,156954,LeeAlabama,1081
Arkansas,Lee,10424,9672,LeeArkansas,5077
Florida,Lee,618754,699644,LeeFlorida,12071
Georgia,Lee,28298,29173,LeeGeorgia,13177
Illinois,Lee,36031,34521,LeeIllinois,17103
Iowa,Lee,35862,34894,LeeIowa,19111
Kentucky,Lee,7887,6746,LeeKentucky,21129
Mississippi,Lee,82910,84740,LeeMississippi,28081
North Carolina,Lee,57866,59371,LeeNorth Carolina,37105
South Carolina,Lee,19220,17809,LeeSouth Carolina,45061
Texas,Lee,16612,16868,LeeTexas,48287
Virginia,Lee,25587,24595,LeeVirginia,51105
Michigan,Leelanau,21708,21633,LeelanauMichigan,26089
Mississippi,Leflore,32317,30241,LefloreMississippi,28083
Pennsylvania,Lehigh,349497,359710,LehighPennsylvania,42077
Idaho,Lemhi,7936,7737,LemhiIdaho,16059
Michigan,Lenawee,99892,98391,LenaweeMichigan,26091
North Carolina,Lenoir,59495,57981,LenoirNorth Carolina,37107
Florida,Leon,275487,285904,LeonFlorida,12073
Texas,Leon,16801,17028,LeonTexas,48289
Kentucky,Leslie,11310,10644,LeslieKentucky,21131
Kentucky,Letcher,24519,23049,LetcherKentucky,21133
Florida,Levy,40801,39601,LevyFlorida,12075
Montana,LewisandClark,63395,66225,LewisandClarkMontana,30049
Idaho,Lewis,3821,3791,LewisIdaho,16061
Kentucky,Lewis,13870,13663,LewisKentucky,21135
Missouri,Lewis,10211,10138,LewisMissouri,29111
New York,Lewis,27087,26827,LewisNew York,36049
Tennessee,Lewis,12161,11875,LewisTennessee,47101
Washington,Lewis,75455,75437,LewisWashington,53041
West Virginia,Lewis,16372,16440,LewisWest Virginia,54041
Virginia,LexingtonCity,7042,7162,LexingtonCityVirginia,51678
South Carolina,Lexington,262391,281675,LexingtonSouth Carolina,45063
Florida,Liberty,8365,8409,LibertyFlorida,12077
Georgia,Liberty,63453,61611,LibertyGeorgia,13179
Montana,Liberty,2339,2391,LibertyMontana,30051
Texas,Liberty,75643,79537,LibertyTexas,48291
Ohio,Licking,166492,170611,LickingOhio,39089
Alabama,Limestone,82782,91565,LimestoneAlabama,1083
Texas,Limestone,23384,23442,LimestoneTexas,48293
Arkansas,Lincoln,14134,13866,LincolnArkansas,5079
Colorado,Lincoln,5467,5543,LincolnColorado,8073
Georgia,Lincoln,7996,7722,LincolnGeorgia,13181
Idaho,Lincoln,5208,5307,LincolnIdaho,16063
Kansas,Lincoln,3241,3142,LincolnKansas,20105
Kentucky,Lincoln,24742,24342,LincolnKentucky,21137
Louisiana,Lincoln,46735,47434,LincolnLouisiana,22061
Maine,Lincoln,34457,33784,LincolnMaine,23015
Minnesota,Lincoln,5896,5710,LincolnMinnesota,27081
Mississippi,Lincoln,34869,34522,LincolnMississippi,28085
Missouri,Lincoln,52566,54567,LincolnMissouri,29113
Montana,Lincoln,19687,19060,LincolnMontana,30053
Nebraska,Lincoln,36288,35501,LincolnNebraska,31111
Nevada,Lincoln,5345,5136,LincolnNevada,32017
New Mexico,Lincoln,20497,19352,LincolnNew Mexico,35027
North Carolina,Lincoln,78265,80607,LincolnNorth Carolina,37109
Oklahoma,Lincoln,34273,34928,LincolnOklahoma,40081
Oregon,Lincoln,46034,46999,LincolnOregon,41041
South Dakota,Lincoln,44828,52959,LincolnSouth Dakota,46083
Tennessee,Lincoln,33361,33609,LincolnTennessee,47103
Washington,Lincoln,10570,10285,LincolnWashington,53043
West Virginia,Lincoln,21720,21279,LincolnWest Virginia,54043
Wisconsin,Lincoln,28743,27867,LincolnWisconsin,55069
Wyoming,Lincoln,18106,18747,LincolnWyoming,56023
Iowa,Linn,211226,220271,LinnIowa,19113
Kansas,Linn,9656,9580,LinnKansas,20107
Missouri,Linn,12761,12293,LinnMissouri,29115
Oregon,Linn,116672,120236,LinnOregon,41043
Texas,Lipscomb,3302,3559,LipscombTexas,48295
Connecticut,Litchfield,189927,184122,LitchfieldConnecticut,9005
Arkansas,LittleRiver,13171,12402,LittleRiverArkansas,5081
Texas,LiveOak,11531,12173,LiveOakTexas,48297
Illinois,Livingston,38950,36605,LivingstonIllinois,17105
Kentucky,Livingston,9519,9289,LivingstonKentucky,21139
Louisiana,Livingston,128026,137116,LivingstonLouisiana,22063
Michigan,Livingston,180967,187171,LivingstonMichigan,26093
Missouri,Livingston,15195,14938,LivingstonMissouri,29117
New York,Livingston,65393,64344,LivingstonNew York,36051
Texas,Llano,19301,20081,LlanoTexas,48299
Arkansas,Logan,22353,21729,LoganArkansas,5083
Colorado,Logan,22709,22472,LoganColorado,8075
Illinois,Logan,30305,29284,LoganIllinois,17107
Kansas,Logan,2756,2787,LoganKansas,20109
Kentucky,Logan,26835,26746,LoganKentucky,21141
Nebraska,Logan,763,791,LoganNebraska,31113
North Dakota,Logan,1990,1927,LoganNorth Dakota,38047
Ohio,Logan,45858,45250,LoganOhio,39091
Oklahoma,Logan,41848,45346,LoganOklahoma,40083
West Virginia,Logan,36743,34441,LoganWest Virginia,54045
Georgia,Long,14464,17658,LongGeorgia,13183
Arkansas,Lonoke,68356,71359,LonokeArkansas,5085
Ohio,Lorain,301356,305417,LorainOhio,39093
New Mexico,LosAlamos,17950,17817,LosAlamosNew Mexico,35028
California,LosAngeles,9818605,10085416,LosAngelesCalifornia,6037
Tennessee,Loudon,48556,50916,LoudonTennessee,47105
Virginia,Loudoun,312311,374014,LoudounVirginia,51107
Iowa,Louisa,11387,11285,LouisaIowa,19115
Virginia,Louisa,33153,34611,LouisaVirginia,51109
Nebraska,Loup,632,606,LoupNebraska,31115
Oklahoma,Love,9423,9815,LoveOklahoma,40085
Texas,Loving,82,119,LovingTexas,48301
Alabama,Lowndes,11299,10350,LowndesAlabama,1085
Georgia,Lowndes,109233,113342,LowndesGeorgia,13185
Mississippi,Lowndes,59779,59697,LowndesMississippi,28087
Texas,Lubbock,278831,298337,LubbockTexas,48303
Iowa,Lucas,8898,8610,LucasIowa,19117
Ohio,Lucas,441815,433633,LucasOhio,39095
Michigan,Luce,6631,6430,LuceMichigan,26095
Georgia,Lumpkin,29966,31285,LumpkinGeorgia,13187
New Mexico,Luna,25095,24367,LunaNew Mexico,35029
Virginia,Lunenburg,12914,12348,LunenburgVirginia,51111
Pennsylvania,Luzerne,320918,318059,LuzernePennsylvania,42079
Pennsylvania,Lycoming,116111,115598,LycomingPennsylvania,42081
South Dakota,Lyman,3755,3881,LymanSouth Dakota,46085
Virginia,LynchburgCity,75568,79134,LynchburgCityVirginia,51680
Texas,Lynn,5915,5746,LynnTexas,48305
Iowa,Lyon,11581,11747,LyonIowa,19119
Kansas,Lyon,33690,33133,LyonKansas,20111
Kentucky,Lyon,8314,8474,LyonKentucky,21143
Minnesota,Lyon,25857,25826,LyonMinnesota,27083
Nevada,Lyon,51980,51974,LyonNevada,32019
Michigan,Mackinac,11113,10821,MackinacMichigan,26097
Michigan,Macomb,840978,864960,MacombMichigan,26099
Alabama,Macon,21452,19296,MaconAlabama,1087
Georgia,Macon,14740,13688,MaconGeorgia,13193
Illinois,Macon,110768,107343,MaconIllinois,17115
Missouri,Macon,15566,15284,MaconMissouri,29121
North Carolina,Macon,33922,34090,MaconNorth Carolina,37113
Tennessee,Macon,22248,23076,MaconTennessee,47111
Illinois,Macoupin,47765,45876,MacoupinIllinois,17117
California,Madera,150865,153576,MaderaCalifornia,6039
Alabama,Madison,334811,352977,MadisonAlabama,1089
Arkansas,Madison,15717,15705,MadisonArkansas,5087
Florida,Madison,19224,18478,MadisonFlorida,12079
Georgia,Madison,28120,28419,MadisonGeorgia,13195
Idaho,Madison,37536,37989,MadisonIdaho,16065
Illinois,Madison,269282,265996,MadisonIllinois,17119
Indiana,Madison,131636,129388,MadisonIndiana,18095
Iowa,Madison,15679,15720,MadisonIowa,19121
Kentucky,Madison,82916,88212,MadisonKentucky,21151
Louisiana,Madison,12093,11554,MadisonLouisiana,22065
Mississippi,Madison,95203,102453,MadisonMississippi,28089
Missouri,Madison,12226,12178,MadisonMissouri,29123
Montana,Madison,7691,8026,MadisonMontana,30057
Nebraska,Madison,34876,34999,MadisonNebraska,31119
New York,Madison,73442,71636,MadisonNew York,36053
North Carolina,Madison,20764,21146,MadisonNorth Carolina,37115
Ohio,Madison,43435,44139,MadisonOhio,39097
Tennessee,Madison,98294,97569,MadisonTennessee,47113
Texas,Madison,13664,13968,MadisonTexas,48313
Virginia,Madison,13308,13047,MadisonVirginia,51113
Kentucky,Magoffin,13333,12784,MagoffinKentucky,21153
Iowa,Mahaska,22381,22312,MahaskaIowa,19123
Minnesota,Mahnomen,5413,5432,MahnomenMinnesota,27087
Ohio,Mahoning,238823,231846,MahoningOhio,39099
Oklahoma,Major,7527,7771,MajorOklahoma,40093
Oregon,Malheur,31313,30211,MalheurOregon,41045
Virginia,ManassasCity,37821,41409,ManassasCityVirginia,51683
Virginia,ManassasPark,14273,16129,ManassasParkVirginia,51685
Florida,Manatee,322833,362548,ManateeFlorida,12081
Michigan,Manistee,24733,24457,ManisteeMichigan,26101
Wisconsin,Manitowoc,81442,79483,ManitowocWisconsin,55071
Wisconsin,Marathon,134063,135314,MarathonWisconsin,55073
Alabama,Marengo,21027,19766,MarengoAlabama,1091
Arizona,Maricopa,3817117,4172905,MaricopaArizona,4013
Missouri,Maries,9176,8936,MariesMissouri,29125
California,Marin,252409,260916,MarinCalifornia,6041
Wisconsin,Marinette,41749,40649,MarinetteWisconsin,55075
Alabama,Marion,30776,30119,MarionAlabama,1093
Arkansas,Marion,16653,16215,MarionArkansas,5089
Florida,Marion,331298,342182,MarionFlorida,12083
Georgia,Marion,8742,8558,MarionGeorgia,13197
Illinois,Marion,39437,38359,MarionIllinois,17121
Indiana,Marion,903393,939843,MarionIndiana,18097
Iowa,Marion,33309,33109,MarionIowa,19125
Kansas,Marion,12660,12053,MarionKansas,20115
Kentucky,Marion,19820,19212,MarionKentucky,21155
Mississippi,Marion,27088,25412,MarionMississippi,28091
Missouri,Marion,28781,28697,MarionMissouri,29127
Ohio,Marion,66501,65431,MarionOhio,39101
Oregon,Marion,315335,329060,MarionOregon,41047
South Carolina,Marion,33062,31770,MarionSouth Carolina,45067
Tennessee,Marion,28237,28397,MarionTennessee,47115
Texas,Marion,10546,10136,MarionTexas,48315
West Virginia,Marion,56418,56761,MarionWest Virginia,54049
California,Mariposa,18251,17622,MariposaCalifornia,6043
South Carolina,Marlboro,28933,27585,MarlboroSouth Carolina,45069
Michigan,Marquette,67077,67326,MarquetteMichigan,26103
Wisconsin,Marquette,15404,15119,MarquetteWisconsin,55077
Alabama,Marshall,93019,94585,MarshallAlabama,1095
Illinois,Marshall,12640,11925,MarshallIllinois,17123
Indiana,Marshall,47051,46733,MarshallIndiana,18099
Iowa,Marshall,40648,40352,MarshallIowa,19127
Kansas,Marshall,10117,9845,MarshallKansas,20117
Kentucky,Marshall,31448,31059,MarshallKentucky,21157
Minnesota,Marshall,9439,9409,MarshallMinnesota,27089
Mississippi,Marshall,37144,35891,MarshallMississippi,28093
Oklahoma,Marshall,15840,16266,MarshallOklahoma,40095
South Dakota,Marshall,4656,4821,MarshallSouth Dakota,46091
Tennessee,Marshall,30617,31590,MarshallTennessee,47117
West Virginia,Marshall,33107,32215,MarshallWest Virginia,54051
Florida,Martin,146318,155559,MartinFlorida,12085
Indiana,Martin,10334,10216,MartinIndiana,18101
Kentucky,Martin,12929,12285,MartinKentucky,21159
Minnesota,Martin,20840,20036,MartinMinnesota,27091
North Carolina,Martin,24505,23262,MartinNorth Carolina,37117
Texas,Martin,4799,5646,MartinTexas,48317
Virginia,MartinsvilleCity,13821,13259,MartinsvilleCityVirginia,51690
Illinois,Mason,14666,13863,MasonIllinois,17125
Kentucky,Mason,17490,17050,MasonKentucky,21161
Michigan,Mason,28705,28738,MasonMichigan,26105
Texas,Mason,4012,4057,MasonTexas,48319
Washington,Mason,60699,60991,MasonWashington,53045
West Virginia,Mason,27324,27089,MasonWest Virginia,54053
Illinois,Massac,15429,14567,MassacIllinois,17127
Texas,Matagorda,36702,36766,MatagordaTexas,48321
Alaska,Matanuska-Susitna,88995,101062,Matanuska-SusitnaAlaska,2170
Virginia,Mathews,8978,8834,MathewsVirginia,51115
Hawaii,Maui,154834,163904,MauiHawaii,15009
Tennessee,Maury,80956,87425,MauryTennessee,47119
Texas,Maverick,54258,57720,MaverickTexas,48323
Oklahoma,Mayes,41259,40889,MayesOklahoma,40097
Oklahoma,McClain,34506,37973,McClainOklahoma,40087
Montana,McCone,1734,1700,McConeMontana,30055
South Dakota,McCook,5618,5483,McCookSouth Dakota,46087
South Carolina,McCormick,10233,9656,McCormickSouth Carolina,45065
Kentucky,McCracken,65565,64948,McCrackenKentucky,21145
Kentucky,McCreary,18306,17883,McCrearyKentucky,21147
Texas,McCulloch,8283,8255,McCullochTexas,48307
Oklahoma,McCurtain,33151,33173,McCurtainOklahoma,40089
Missouri,McDonald,23083,22683,McDonaldMissouri,29119
Illinois,McDonough,32612,31449,McDonoughIllinois,17109
North Carolina,McDowell,44996,44967,McDowellNorth Carolina,37111
West Virginia,McDowell,22113,19762,McDowellWest Virginia,54047
Georgia,McDuffie,21875,21462,McDuffieGeorgia,13189
Illinois,McHenry,308760,307572,McHenryIllinois,17111
North Dakota,McHenry,5395,5975,McHenryNorth Dakota,38049
Georgia,McIntosh,14333,14031,McIntoshGeorgia,13191
North Dakota,McIntosh,2809,2717,McIntoshNorth Dakota,38051
Oklahoma,McIntosh,20252,19817,McIntoshOklahoma,40091
Pennsylvania,McKean,43450,42400,McKeanPennsylvania,42083
North Dakota,McKenzie,6360,12794,McKenzieNorth Dakota,38053
New Mexico,McKinley,71492,73462,McKinleyNew Mexico,35031
Illinois,McLean,169572,173141,McLeanIllinois,17113
Kentucky,McLean,9531,9395,McLeanKentucky,21149
North Dakota,McLean,8962,9664,McLeanNorth Dakota,38055
Texas,McLennan,234906,245444,McLennanTexas,48309
Minnesota,McLeod,36651,35814,McLeodMinnesota,27085
Tennessee,McMinn,52266,52502,McMinnTennessee,47107
Texas,McMullen,707,828,McMullenTexas,48311
Tennessee,McNairy,26075,25864,McNairyTennessee,47109
Kansas,McPherson,29180,28648,McPhersonKansas,20113
Nebraska,McPherson,539,489,McPhersonNebraska,31117
South Dakota,McPherson,2459,2397,McPhersonSouth Dakota,46089
Kansas,Meade,4575,4301,MeadeKansas,20119
Kentucky,Meade,28602,27725,MeadeKentucky,21163
South Dakota,Meade,25434,26770,MeadeSouth Dakota,46093
Montana,Meagher,1891,1821,MeagherMontana,30059
North Carolina,Mecklenburg,919628,1033238,MecklenburgNorth Carolina,37119
Virginia,Mecklenburg,32727,30922,MecklenburgVirginia,51117
Michigan,Mecosta,42798,43005,MecostaMichigan,26107
Ohio,Medina,172332,176126,MedinaOhio,39103
Texas,Medina,46006,48402,MedinaTexas,48325
Minnesota,Meeker,23300,23045,MeekerMinnesota,27093
Ohio,Meigs,23770,23180,MeigsOhio,39105
Tennessee,Meigs,11753,11804,MeigsTennessee,47121
South Dakota,Mellette,2048,2025,MelletteSouth Dakota,46095
Illinois,Menard,12705,12356,MenardIllinois,17129
Texas,Menard,2242,2134,MenardTexas,48327
California,Mendocino,87841,87107,MendocinoCalifornia,6045
Kentucky,Menifee,6306,6373,MenifeeKentucky,21165
Michigan,Menominee,24029,23476,MenomineeMichigan,26109
Wisconsin,Menominee,4232,4509,MenomineeWisconsin,55078
California,Merced,255793,266353,MercedCalifornia,6047
Illinois,Mercer,16434,15746,MercerIllinois,17131
Kentucky,Mercer,21331,21377,MercerKentucky,21167
Missouri,Mercer,3785,3660,MercerMissouri,29129
New Jersey,Mercer,366513,368124,MercerNew Jersey,34021
North Dakota,Mercer,8424,8786,MercerNorth Dakota,38057
Ohio,Mercer,40814,40723,MercerOhio,39107
Pennsylvania,Mercer,116638,113624,MercerPennsylvania,42085
West Virginia,Mercer,62264,61133,MercerWest Virginia,54055
Georgia,Meriwether,21992,21173,MeriwetherGeorgia,13199
Nebraska,Merrick,7845,7805,MerrickNebraska,31121
New Hampshire,Merrimack,146445,148649,MerrimackNew Hampshire,33013
Colorado,Mesa,146723,148025,MesaColorado,8077
Kentucky,Metcalfe,10099,9925,MetcalfeKentucky,21169
Indiana,Miami,36903,36004,MiamiIndiana,18103
Kansas,Miami,32787,32758,MiamiKansas,20121
Ohio,Miami,102506,104075,MiamiOhio,39109
Florida,Miami-Dade,2496435,2659839,Miami-DadeFlorida,12086
Connecticut,Middlesex,165676,163724,MiddlesexConnecticut,9007
Massachusetts,Middlesex,1503085,1585432,MiddlesexMassachusetts,25017
New Jersey,Middlesex,809858,825546,MiddlesexNew Jersey,34023
Virginia,Middlesex,10959,10686,MiddlesexVirginia,51119
Michigan,Midland,83629,83662,MidlandMichigan,26111
Texas,Midland,136872,162328,MidlandTexas,48329
Pennsylvania,Mifflin,46682,46427,MifflinPennsylvania,42087
Texas,Milam,24757,24362,MilamTexas,48331
Utah,Millard,12503,12620,MillardUtah,49027
Minnesota,MilleLacs,26097,25494,MilleLacsMinnesota,27095
Arkansas,Miller,43462,43792,MillerArkansas,5091
Georgia,Miller,6125,5848,MillerGeorgia,13201
Missouri,Miller,24748,24872,MillerMissouri,29131
Iowa,Mills,15059,14882,MillsIowa,19129
Texas,Mills,4936,4889,MillsTexas,48333
Wisconsin,Milwaukee,947735,958421,MilwaukeeWisconsin,55079
South Dakota,Miner,2389,2207,MinerSouth Dakota,46097
Colorado,Mineral,712,744,MineralColorado,8079
Montana,Mineral,4223,4192,MineralMontana,30061
Nevada,Mineral,4772,4420,MineralNevada,32021
West Virginia,Mineral,28212,27417,MineralWest Virginia,54057
West Virginia,Mingo,26839,25317,MingoWest Virginia,54059
Idaho,Minidoka,20069,20430,MinidokaIdaho,16067
South Dakota,Minnehaha,169468,183439,MinnehahaSouth Dakota,46099
Michigan,Missaukee,14849,14882,MissaukeeMichigan,26113
