state,county,FIPS,SVI_sum_of_indicators,SVI_ranking,percent_uninsured
WEST VIRGINIA,Berkeley,54003,7.2206,0.453,8.8
ALASKA,Aleutians West,2016,7.2216,0.4537,21.3
NEBRASKA,Dodge,31053,7.2232,0.454,11.7
MISSOURI,Newton,29145,7.2235,0.4543,15.2
COLORADO,Yuma,8125,7.2238,0.4546,15.1
MISSISSIPPI,Lamar,28073,7.228,0.455,14.1
KENTUCKY,Hancock,21091,7.2283,0.4553,6.6
MICHIGAN,Crawford,26039,7.2286,0.4556,8
NEBRASKA,Saline,31151,7.2289,0.4559,11.2
IOWA,Lee,19111,7.2295,0.4565,6.8
KANSAS,Chautauqua,20019,7.2295,0.4562,12.5
NORTH DAKOTA,Ramsey,38071,7.2337,0.4569,9.7
KANSAS,Meade,20119,7.2381,0.4572,11
MISSOURI,Warren,29219,7.2401,0.4575,11.5
WEST VIRGINIA,Upshur,54097,7.2423,0.4578,11.2
GEORGIA,Dade,13083,7.2426,0.4581,16
PENNSYLVANIA,Cambria,42021,7.2429,0.4585,6.4
NEW YORK,Cayuga,36011,7.2445,0.4588,7.3
OHIO,Trumbull,39155,7.2474,0.4591,10.1
KENTUCKY,Meade,21163,7.2483,0.4594,10.9
KANSAS,Wichita,20203,7.2515,0.4597,7.8
VIRGINIA,Staunton City,51790,7.2521,0.46,11.9
WEST VIRGINIA,Wetzel,54103,7.2525,0.4604,9.9
ALASKA,Sitka City and Borough,2220,7.2531,0.4607,18.6
HAWAII,Honolulu,15003,7.2547,0.461,4.5
NEVADA,White Pine,32033,7.2563,0.4613,14.9
MISSOURI,Lafayette,29107,7.2569,0.4616,9.9
MICHIGAN,Arenac,26011,7.2588,0.462,9.4
ILLINOIS,Morgan,17137,7.2588,0.4623,6.9
PENNSYLVANIA,Lancaster,42071,7.2614,0.4626,12.3
MISSOURI,Bates,29013,7.2636,0.4629,13.8
TEXAS,Ellis,48139,7.2646,0.4632,16.6
KENTUCKY,McLean,21149,7.2662,0.4635,9.8
LOUISIANA,Livingston,22063,7.2674,0.4639,13.5
NEVADA,Elko,32007,7.2674,0.4642,12.4
NEW JERSEY,Middlesex,34023,7.269,0.4645,10.3
NEW YORK,Richmond,36085,7.2706,0.4648,6.6
MISSOURI,Madison,29123,7.2741,0.4651,12.7
TEXAS,Hamilton,48193,7.2763,0.4655,17.4
MICHIGAN,Roscommon,26143,7.2773,0.4658,11
INDIANA,Crawford,18025,7.2824,0.4661,8.3
OKLAHOMA,Lincoln,40081,7.283,0.4664,15
IDAHO,Madison,16065,7.2859,0.4667,8.3
OHIO,Lawrence,39087,7.2872,0.467,9.2
OREGON,Gilliam,41021,7.2913,0.4674,14.9
MONTANA,Deer Lodge,30023,7.2919,0.4677,13.7
MINNESOTA,Cottonwood,27033,7.2939,0.468,5.3
KANSAS,Allen,20001,7.2945,0.4683,10.3
OHIO,Monroe,39111,7.2948,0.4686,10.3
NORTH CAROLINA,Iredell,37097,7.2961,0.469,12.1
NORTH CAROLINA,Brunswick,37019,7.2964,0.4693,14.1
WYOMING,Carbon,56007,7.2986,0.4696,12.5
ALASKA,Valdez-Cordova,2261,7.2993,0.4699,20.9
VIRGINIA,Amherst,51009,7.3028,0.4702,12.1
MAINE,Piscataquis,23021,7.3085,0.4706,12.8
MICHIGAN,Gogebic,26053,7.311,0.4709,11.4
INDIANA,Jackson,18071,7.3212,0.4712,11
MICHIGAN,Manistee,26101,7.3212,0.4715,9.5
TEXAS,Gaines,48165,7.3222,0.4718,32.6
PENNSYLVANIA,Lackawanna,42069,7.3251,0.4721,6.7
OKLAHOMA,Cimarron,40025,7.3266,0.4725,16.1
FLORIDA,Monroe,12087,7.3305,0.4728,21
WISCONSIN,Jackson,55053,7.3321,0.4731,10.1
NEW YORK,Onondaga,36067,7.3324,0.4734,5.8
TENNESSEE,Hamilton,47065,7.333,0.4737,10.5
ILLINOIS,Champaign,17019,7.3333,0.4741,6.7
NORTH CAROLINA,Gates,37073,7.334,0.4744,10.5
KENTUCKY,Garrard,21079,7.3352,0.4747,10.6
OKLAHOMA,Garvin,40049,7.3365,0.475,16.2
WEST VIRGINIA,Calhoun,54013,7.3378,0.4753,13.9
WEST VIRGINIA,Kanawha,54039,7.3381,0.4756,8.9
PENNSYLVANIA,Mercer,42085,7.341,0.476,7.9
KANSAS,Atchison,20005,7.3419,0.4763,9.9
COLORADO,Sedgwick,8115,7.3598,0.4766,12
FLORIDA,Indian River,12061,7.3639,0.4769,15.6
ILLINOIS,Pope,17151,7.3658,0.4776,6.3
OHIO,Holmes,39075,7.3658,0.4772,40.7
ARKANSAS,Perry,5105,7.3671,0.4779,10.4
KENTUCKY,Hopkins,21107,7.3677,0.4782,10.7
TENNESSEE,Roane,47145,7.3677,0.4785,9.8
SOUTH DAKOTA,Moody,46101,7.3687,0.4788,10.8
MONTANA,Silver Bow,30093,7.3722,0.4791,13
TENNESSEE,Humphreys,47085,7.3738,0.4795,10
COLORADO,Denver,8031,7.3747,0.4798,13
NEW YORK,Monroe,36055,7.3776,0.4801,5.2
NORTH CAROLINA,Buncombe,37021,7.3808,0.4804,13.1
NEW HAMPSHIRE,Coos,33007,7.3811,0.4807,11.5
FLORIDA,Collier,12021,7.3814,0.4811,18.6
COLORADO,Weld,8123,7.3833,0.4814,11
FLORIDA,Charlotte,12015,7.3868,0.4817,14
VIRGINIA,Williamsburg City,51830,7.3868,0.482,5.2
MISSOURI,Douglas,29067,7.3913,0.4823,17
MASSACHUSETTS,Essex,25009,7.3919,0.4826,3.5
IOWA,Page,19145,7.3929,0.4833,8.3
PENNSYLVANIA,Indiana,42063,7.3929,0.483,11
TEXAS,Andrews,48003,7.3932,0.4836,15.6
VIRGINIA,Covington City,51580,7.3945,0.4842,13.3
ILLINOIS,Perry,17145,7.3945,0.4846,6
KANSAS,Norton,20137,7.3945,0.4839,5.7
NORTH CAROLINA,Carteret,37031,7.3957,0.4849,13.7
WISCONSIN,Adams,55001,7.3967,0.4852,7.7
ILLINOIS,Johnson,17087,7.4021,0.4855,7.6
ALABAMA,Lawrence,1079,7.4024,0.4858,11
KENTUCKY,Robertson,21201,7.4043,0.4862,6.1
WASHINGTON,Whatcom,53073,7.4046,0.4865,9.9
OKLAHOMA,Creek,40037,7.405,0.4868,14.6
FLORIDA,Alachua,12001,7.4056,0.4871,12.3
DELAWARE,Sussex,10005,7.4066,0.4874,8.6
WEST VIRGINIA,Pocahontas,54075,7.4072,0.4877,13.6
MISSOURI,Miller,29131,7.4078,0.4881,12.4
TENNESSEE,Dickson,47043,7.4088,0.4884,11.7
KENTUCKY,Franklin,21073,7.411,0.4887,9.9
MISSOURI,Hickory,29085,7.4145,0.489,15.8
PENNSYLVANIA,Clarion,42031,7.4171,0.4893,9
INDIANA,Tippecanoe,18157,7.4174,0.4897,10.8
NEBRASKA,Douglas,31055,7.4304,0.49,10.7
WASHINGTON,Spokane,53063,7.4317,0.4903,9
ALABAMA,Cullman,1043,7.4333,0.4909,14.5
FLORIDA,Escambia,12033,7.4333,0.4906,12.8
COLORADO,Kiowa,8061,7.4336,0.4912,11.4
KANSAS,Sedgwick,20173,7.4387,0.4916,12.5
KENTUCKY,Fayette,21067,7.4409,0.4919,9.7
MISSOURI,Maries,29125,7.4429,0.4922,13.1
IOWA,Clarke,19039,7.4448,0.4925,11.4
UTAH,Iron,49021,7.446,0.4928,15.9
TEXAS,Edwards,48137,7.4476,0.4932,16.9
VIRGINIA,Radford City,51750,7.4499,0.4935,9.1
ILLINOIS,Bond,17005,7.4505,0.4938,5.5
NEW YORK,Schoharie,36095,7.4527,0.4941,6
WISCONSIN,Racine,55101,7.4534,0.4944,8.1
WEST VIRGINIA,Preston,54077,7.455,0.4947,10.8
NEW YORK,Steuben,36101,7.4556,0.4951,8
TENNESSEE,Pickett,47137,7.4597,0.4954,12.9
TENNESSEE,Tipton,47167,7.4635,0.4957,11.2
PENNSYLVANIA,Crawford,42039,7.4699,0.496,11.6
VIRGINIA,Culpeper,51047,7.4709,0.4963,11.8
KENTUCKY,Madison,21151,7.4712,0.4967,8.7
MISSOURI,Cedar,29039,7.4721,0.497,16.1
KANSAS,Clark,20025,7.4731,0.4973,10.9
GEORGIA,Rabun,13241,7.4747,0.4976,22.4
OKLAHOMA,Payne,40119,7.4779,0.4979,12.7
WISCONSIN,Crawford,55023,7.4811,0.4982,8.1
ALABAMA,Blount,1009,7.4817,0.4986,11.2
ARKANSAS,Marion,5089,7.4852,0.4989,11.1
MISSOURI,Stoddard,29207,7.4925,0.4992,13.3
MICHIGAN,Hillsdale,26059,7.4928,0.4995,10.7
PENNSYLVANIA,Clinton,42035,7.4954,0.4998,9.5
MICHIGAN,Missaukee,26113,7.4976,0.5002,10.7
PENNSYLVANIA,Northumberland,42097,7.5084,0.5005,8.4
TEXAS,Fisher,48151,7.5097,0.5008,18.7
KENTUCKY,Calloway,21035,7.51,0.5011,10.1
NORTH CAROLINA,Polk,37149,7.5123,0.5014,12.7
GEORGIA,Oglethorpe,13221,7.5132,0.5018,14.2
INDIANA,Howard,18067,7.5148,0.5021,10.7
MISSOURI,Bollinger,29017,7.5161,0.5024,11.2
TENNESSEE,Cumberland,47035,7.5177,0.5027,12.5
KENTUCKY,Bracken,21023,7.5199,0.503,7.7
TEXAS,Panola,48365,7.5215,0.5033,17.7
FLORIDA,Leon,12073,7.5272,0.5037,10.2
MISSOURI,Moniteau,29135,7.5285,0.504,15
MICHIGAN,Kent,26081,7.5298,0.5043,8.5
CALIFORNIA,Amador,6005,7.5298,0.5046,7
CALIFORNIA,Napa,6055,7.5323,0.5049,9.1
KENTUCKY,Caldwell,21033,7.5358,0.5053,9.7
INDIANA,Miami,18103,7.538,0.5056,10
ILLINOIS,Stephenson,17177,7.5393,0.5059,6.9
CALIFORNIA,Ventura,6111,7.5396,0.5062,12.3
ALASKA,Ketchikan Gateway,2130,7.5415,0.5065,15.5
GEORGIA,Barrow,13013,7.5419,0.5068,16.8
TEXAS,Hays,48209,7.5428,0.5072,14.6
CONNECTICUT,New Haven,9009,7.5447,0.5075,7.1
INDIANA,Clinton,18023,7.545,0.5078,12.2
KANSAS,Barton,20009,7.5466,0.5081,13.7
KENTUCKY,Clark,21049,7.5479,0.5084,9
NORTH CAROLINA,Mecklenburg,37119,7.5486,0.5088,13.9
TEXAS,Newton,48351,7.5543,0.5091,17.8
WISCONSIN,Rock,55105,7.5559,0.5094,8
MONTANA,Rosebud,30087,7.5565,0.5097,20.2
WYOMING,Fremont,56013,7.5587,0.51,19.7
ALASKA,Kodiak Island,2150,7.5606,0.5103,22.7
TEXAS,Rains,48379,7.5632,0.5107,18.9
PENNSYLVANIA,Lebanon,42075,7.5635,0.511,10.8
TEXAS,Wise,48497,7.5642,0.5113,18
KENTUCKY,Green,21087,7.5673,0.5116,9.6
ILLINOIS,White,17193,7.5683,0.5119,8.4
MINNESOTA,Pine,27115,7.5699,0.5123,8.3
IDAHO,Twin Falls,16083,7.5705,0.5126,15
TEXAS,Donley,48129,7.5708,0.5129,18.1
ARKANSAS,Madison,5087,7.5721,0.5132,14.9
OREGON,Multnomah,41051,7.5721,0.5135,10.4
OHIO,Franklin,39049,7.5727,0.5138,10.2
MISSOURI,Marion,29127,7.574,0.5142,12.6
OREGON,Curry,41015,7.5747,0.5145,10
CALIFORNIA,Santa Cruz,6087,7.5766,0.5148,10.2
TEXAS,Jeff Davis,48243,7.5788,0.5151,19.6
ILLINOIS,McDonough,17109,7.581,0.5154,7.1
WISCONSIN,Monroe,55081,7.582,0.5158,10.1
INDIANA,Blackford,18009,7.5839,0.5161,13.4
CALIFORNIA,Alameda,6001,7.5848,0.5164,8.4
NEW YORK,Fulton,36035,7.5852,0.5167,8.6
OHIO,Ashland,39005,7.5868,0.517,11.1
FLORIDA,Pinellas,12103,7.5877,0.5174,13.8
MISSOURI,Scotland,29199,7.5883,0.5177,29.2
MISSISSIPPI,Jackson,28059,7.5909,0.518,16
MISSISSIPPI,Carroll,28015,7.6001,0.5183,11.9
TEXAS,Brazoria,48039,7.6062,0.5186,15.1
ILLINOIS,Fulton,17057,7.6094,0.5189,8
OHIO,Columbiana,39029,7.61,0.5193,9.8
INDIANA,Vanderburgh,18163,7.6103,0.5196,10.7
PENNSYLVANIA,Dauphin,42043,7.6103,0.5199,8.1
TENNESSEE,Maury,47119,7.6119,0.5202,11.1
ILLINOIS,Clay,17025,7.6208,0.5205,8
MISSOURI,Schuyler,29197,7.6208,0.5209,18
OHIO,Lorain,39093,7.624,0.5212,6.9
MISSOURI,Oregon,29149,7.625,0.5215,16.4
TEXAS,Coke,48081,7.6253,0.5218,16.1
IDAHO,Bingham,16011,7.6259,0.5221,13.2
PENNSYLVANIA,Greene,42059,7.6262,0.5228,7
TEXAS,Schleicher,48413,7.6262,0.5224,22.3
KENTUCKY,Trigg,21221,7.6301,0.5231,13.2
OHIO,Fayette,39047,7.632,0.5234,10.1
MICHIGAN,Baraga,26013,7.6348,0.5237,7.6
MINNESOTA,Mille Lacs,27095,7.6355,0.524,7.1
NEW YORK,New York,36061,7.6367,0.5244,7.6
IDAHO,Lincoln,16063,7.6377,0.5247,24.5
WASHINGTON,Benton,53005,7.6409,0.525,10.4
WASHINGTON,Pierce,53053,7.6431,0.5253,9.8
WASHINGTON,Stevens,53065,7.6444,0.5256,10.3
CONNECTICUT,Hartford,9003,7.646,0.5259,5.9
TENNESSEE,Montgomery,47125,7.6482,0.5263,10.4
ALABAMA,Coffee,1031,7.6498,0.5266,10.7
ALABAMA,Limestone,1083,7.6498,0.5269,12.5
ILLINOIS,DeKalb,17037,7.6498,0.5272,8.3
OHIO,Jefferson,39081,7.6543,0.5275,8.1
ILLINOIS,Union,17181,7.6568,0.5279,8.5
NORTH CAROLINA,Ashe,37009,7.6571,0.5282,16.1
TEXAS,Terrell,48443,7.6571,0.5285,17.6
MONTANA,Liberty,30051,7.6584,0.5288,12.3
OHIO,Hocking,39073,7.6587,0.5291,10.7
TEXAS,Sutton,48435,7.659,0.5294,20.1
MICHIGAN,Houghton,26061,7.6619,0.5298,8.9
NORTH CAROLINA,Madison,37115,7.6638,0.5301,11.9
NEW YORK,Chenango,36017,7.6641,0.5304,6.9
IDAHO,Lewis,16061,7.6673,0.531,17.5
ALASKA,Aleutians East,2013,7.6673,0.5307,52
COLORADO,Baca,8009,7.6679,0.5314,13
TENNESSEE,Sullivan,47163,7.6708,0.5317,10.7
CALIFORNIA,Mariposa,6043,7.6708,0.532,7.3
VIRGINIA,Fredericksburg City,51630,7.6718,0.5323,12.2
MICHIGAN,Schoolcraft,26153,7.6734,0.5326,9.6
WEST VIRGINIA,Lincoln,54043,7.6778,0.533,9.1
TEXAS,Loving,48301,7.6781,0.5333,19.7
MISSOURI,Carroll,29033,7.6788,0.5336,12.5
MICHIGAN,Mason,26105,7.6848,0.5339,9.9
TENNESSEE,Grainger,47057,7.687,0.5342,10.6
OKLAHOMA,Love,40085,7.688,0.5345,13.3
TEXAS,Kimble,48267,7.6883,0.5349,24.4
WYOMING,Uinta,56041,7.689,0.5352,15.7
MISSOURI,Montgomery,29139,7.6899,0.5355,10.6
SOUTH CAROLINA,Greenville,45045,7.694,0.5358,13.5
KENTUCKY,Lewis,21135,7.6947,0.5361,12.1
MISSOURI,Benton,29015,7.6963,0.5365,12.9
TEXAS,Van Zandt,48467,7.6966,0.5368,20.2
COLORADO,Kit Carson,8063,7.6975,0.5371,15.7
OREGON,Wallowa,41063,7.6975,0.5374,9
GEORGIA,Monroe,13207,7.6979,0.5377,12.8
PENNSYLVANIA,McKean,42083,7.7011,0.538,7.2
VIRGINIA,Pittsylvania,51143,7.7052,0.5384,10.6
NEW JERSEY,Mercer,34021,7.7084,0.5387,9.7
TENNESSEE,Franklin,47051,7.7128,0.539,9.9
KANSAS,Bourbon,20011,7.7252,0.5393,9
ALABAMA,Lauderdale,1077,7.7307,0.5396,11
TENNESSEE,Cannon,47015,7.7307,0.54,11.8
MASSACHUSETTS,Bristol,25005,7.7316,0.5403,3.4
TEXAS,Tarrant,48439,7.7316,0.5406,18.2
ALASKA,Yakutat City and Borough,2282,7.7342,0.5409,19
TENNESSEE,Polk,47139,7.7358,0.5412,10.8
ALABAMA,Elmore,1051,7.7402,0.5415,8.8
GEORGIA,Douglas,13097,7.7475,0.5419,15.6
GEORGIA,Lumpkin,13187,7.7485,0.5425,14.5
TEXAS,Austin,48015,7.7485,0.5422,16.5
TEXAS,Red River,48387,7.7491,0.5428,18.3
OKLAHOMA,Stephens,40137,7.7542,0.5431,15.1
ILLINOIS,St. Clair,17163,7.7545,0.5435,9.2
OKLAHOMA,Garfield,40047,7.7549,0.5438,13.2
INDIANA,Allen,18003,7.7558,0.5441,12.2
MISSOURI,Dade,29057,7.7619,0.5444,16.8
OREGON,Clatsop,41007,7.7635,0.5447,11.2
OHIO,Perry,39127,7.7673,0.545,9.7
KENTUCKY,Cumberland,21057,7.7685,0.5454,15.1
ARIZONA,Yavapai,4025,7.7765,0.5457,12.8
PENNSYLVANIA,Clearfield,42033,7.7781,0.546,8.5
MISSOURI,Putnam,29171,7.7791,0.5463,14.6
MAINE,Androscoggin,23001,7.7806,0.5466,8.6
TEXAS,Reagan,48383,7.781,0.547,30.8
ARKANSAS,Montgomery,5097,7.7854,0.5473,14.7
WEST VIRGINIA,Randolph,54083,7.7861,0.5476,10.9
ARKANSAS,Stone,5137,7.7864,0.5479,11.7
WEST VIRGINIA,Greenbrier,54025,7.7902,0.5482,10.6
KANSAS,Shawnee,20177,7.7905,0.5486,9.9
NORTH CAROLINA,Mitchell,37121,7.7918,0.5489,13.6
WISCONSIN,Kenosha,55059,7.7931,0.5492,8.7
KENTUCKY,Logan,21141,7.7937,0.5495,11.7
VIRGINIA,Colonial Heights City,51570,7.7982,0.5498,10.4
MAINE,Aroostook,23003,7.7985,0.5501,9.5
TEXAS,Shackelford,48417,7.7988,0.5505,17.7
WEST VIRGINIA,Roane,54087,7.7994,0.5508,8.8
COLORADO,Mesa,8077,7.8004,0.5514,12.7
ILLINOIS,Peoria,17143,7.8004,0.5511,7.5
TEXAS,Lampasas,48281,7.8045,0.5517,16.2
IDAHO,Bannock,16005,7.8055,0.5521,11.2
KENTUCKY,Trimble,21223,7.8093,0.5524,13.2
LOUISIANA,Jefferson,22051,7.8106,0.5527,15
KENTUCKY,Owen,21187,7.8109,0.553,8.7
PENNSYLVANIA,Mifflin,42087,7.8134,0.5533,13.6
OHIO,Hamilton,39061,7.8195,0.5536,8.3
GEORGIA,Camden,13039,7.8281,0.554,13.2
GEORGIA,Baker,13007,7.8281,0.5543,18.9
FLORIDA,Manatee,12081,7.8325,0.5546,15
OKLAHOMA,Beckham,40009,7.8335,0.5549,15
ILLINOIS,Franklin,17055,7.8392,0.5552,9.9
TENNESSEE,Sevier,47155,7.8399,0.5556,18.3
KENTUCKY,Jefferson,21111,7.8405,0.5559,8.7
MAINE,Somerset,23025,7.8408,0.5562,11.3
MISSISSIPPI,Hancock,28045,7.8427,0.5565,17.8
LOUISIANA,Lafayette,22055,7.845,0.5571,13.4
MONTANA,Wheatland,30107,7.845,0.5575,11.8
ILLINOIS,Jackson,17077,7.845,0.5568,8.1
IOWA,Montgomery,19137,7.8469,0.5578,8.1
INDIANA,Jefferson,18077,7.8485,0.5581,10.8
NEBRASKA,Madison,31119,7.851,0.5584,10.4
SOUTH CAROLINA,Berkeley,45015,7.852,0.5587,13.3
FLORIDA,Wakulla,12129,7.8539,0.5591,11.9
HAWAII,Hawaii,15001,7.8561,0.5594,6.6
NEW MEXICO,Santa Fe,35049,7.8564,0.5597,15.7
MISSOURI,Jackson,29095,7.8586,0.56,13.3
TENNESSEE,Weakley,47183,7.8612,0.5603,9.4
TEXAS,Kaufman,48257,7.8634,0.5606,17.4
GEORGIA,Fulton,13121,7.865,0.561,13.7
KENTUCKY,Larue,21123,7.8669,0.5613,8.9
TEXAS,Burnet,48053,7.873,0.5616,15.8
NEW YORK,Westchester,36119,7.8736,0.5619,8.9
TENNESSEE,Henry,47079,7.8742,0.5622,10.9
INDIANA,Noble,18113,7.8752,0.5626,11.8
INDIANA,Delaware,18035,7.8762,0.5629,11.2
MISSOURI,Daviess,29061,7.8777,0.5635,18.9
TEXAS,Oldham,48359,7.8777,0.5632,12.3
OKLAHOMA,Pawnee,40117,7.879,0.5638,16.3
NEW YORK,Orange,36071,7.8797,0.5642,6.8
TEXAS,Johnson,48251,7.88,0.5645,19.3
MISSOURI,Shannon,29203,7.8809,0.5648,17
MINNESOTA,Mower,27099,7.8819,0.5651,7.7
COLORADO,Huerfano,8055,7.8822,0.5654,13.4
TENNESSEE,Davidson,47037,7.8828,0.5657,14.2
MISSOURI,Phelps,29161,7.8841,0.5661,10.3
KENTUCKY,Boyd,21019,7.8851,0.5664,9.9
MICHIGAN,Wexford,26165,7.8857,0.5667,11.1
MISSOURI,Jasper,29097,7.8867,0.567,14.2
WASHINGTON,Columbia,53013,7.8924,0.5673,7.7
CALIFORNIA,San Benito,6069,7.8959,0.5677,11.4
CALIFORNIA,Tuolumne,6109,7.8975,0.568,8.7
ARKANSAS,Calhoun,5013,7.8988,0.5683,12.2
MICHIGAN,Ionia,26067,7.8991,0.5686,8
NEW YORK,Broome,36007,7.8991,0.5689,5.8
TENNESSEE,Coffee,47031,7.9045,0.5692,11.7
TEXAS,Galveston,48167,7.9067,0.5696,15.3
NEW MEXICO,Lincoln,35027,7.9074,0.5699,10.8
GEORGIA,Glascock,13125,7.9089,0.5702,16.2
MARYLAND,Allegany,24001,7.9115,0.5705,6.8
WASHINGTON,Klickitat,53039,7.9124,0.5708,9.5
OHIO,Allen,39003,7.9156,0.5712,9.1
MICHIGAN,Ingham,26065,7.9191,0.5715,7.8
FLORIDA,Palm Beach,12099,7.921,0.5718,16
ARKANSAS,Pulaski,5119,7.922,0.5721,11.6
CALIFORNIA,San Diego,6073,7.9226,0.5724,12.2
CALIFORNIA,Modoc,6049,7.9249,0.5727,14.4
ARKANSAS,Boone,5009,7.9252,0.5731,11.4
GEORGIA,Houston,13153,7.9287,0.5734,13.3
ALABAMA,Bibb,1007,7.9293,0.5737,9
KANSAS,Reno,20155,7.9347,0.574,10.8
TENNESSEE,Overton,47133,7.9357,0.5747,11.3
PENNSYLVANIA,Luzerne,42079,7.9357,0.5743,7.6
LOUISIANA,Bossier,22015,7.936,0.575,11.6
NEW YORK,Clinton,36019,7.9376,0.5753,5.6
VIRGINIA,Southampton,51175,7.9408,0.5756,12.4
INDIANA,Marshall,18099,7.9465,0.5759,15.1
WISCONSIN,Clark,55019,7.9475,0.5762,23.3
WISCONSIN,Ashland,55003,7.9478,0.5766,8.4
KENTUCKY,Jessamine,21113,7.9491,0.5769,9.5
MISSISSIPPI,George,28039,7.9494,0.5772,16.7
KENTUCKY,Bourbon,21017,7.9548,0.5775,11.9
NEBRASKA,Colfax,31037,7.9561,0.5778,11.7
TEXAS,Crockett,48105,7.957,0.5782,21.5
MISSOURI,Reynolds,29179,7.958,0.5785,13
ALABAMA,Jackson,1071,7.9586,0.5788,11.9
IDAHO,Idaho,16049,7.9599,0.5791,13.2
NORTH CAROLINA,Cherokee,37039,7.9615,0.5794,18.4
TEXAS,Hansford,48195,7.9659,0.5798,18.9
VIRGINIA,Tazewell,51185,7.9685,0.5801,12.7
KENTUCKY,Grayson,21085,7.9691,0.5804,12.3
WEST VIRGINIA,Hardy,54031,7.9729,0.5807,10.8
UTAH,Sanpete,49039,7.9736,0.581,15.1
TENNESSEE,Hawkins,47073,7.9761,0.5813,11
GEORGIA,McIntosh,13191,7.9774,0.5817,16.1
WASHINGTON,Clallam,53009,7.9777,0.582,11
TEXAS,Wood,48499,7.9857,0.5823,16.7
WASHINGTON,Skagit,53057,7.9892,0.5826,11.2
OREGON,Tillamook,41057,7.993,0.5829,10.8
TENNESSEE,Wayne,47181,7.9936,0.5833,12.1
MISSOURI,Vernon,29217,7.9943,0.5836,17.1
NEW YORK,Orleans,36073,7.9952,0.5839,7.7
PENNSYLVANIA,Erie,42049,7.9975,0.5842,6.9
VIRGINIA,Grayson,51077,7.9978,0.5845,11.4
MISSOURI,Pike,29163,8.0025,0.5848,13.8
LOUISIANA,Plaquemines,22075,8.0035,0.5852,12.3
MISSOURI,Randolph,29175,8.0067,0.5855,11.2
TEXAS,Orange,48361,8.0115,0.5858,15.6
OKLAHOMA,Tulsa,40143,8.0121,0.5861,15.7
GEORGIA,Putnam,13237,8.0143,0.5864,16.2
KANSAS,Wilson,20205,8.0146,0.5868,14.8
KENTUCKY,Washington,21229,8.0153,0.5871,10.4
TEXAS,Franklin,48159,8.0162,0.5874,20.9
TEXAS,Ochiltree,48357,8.0169,0.5877,23.8
WEST VIRGINIA,Hampshire,54027,8.0201,0.588,12.9
TEXAS,Wheeler,48483,8.0213,0.5883,20.7
TEXAS,Scurry,48415,8.0242,0.5887,14.8
NEW YORK,Yates,36123,8.0255,0.589,21.1
ILLINOIS,Fayette,17051,8.0274,0.5893,11.7
FLORIDA,Volusia,12127,8.0306,0.5896,15.4
TEXAS,Young,48503,8.0315,0.5899,21.2
TENNESSEE,Jefferson,47089,8.0325,0.5903,11.4
TENNESSEE,Anderson,47001,8.0347,0.5906,9.3
TEXAS,Bosque,48035,8.0376,0.5909,20.7
TEXAS,Cooke,48097,8.0382,0.5912,16.2
INDIANA,Jay,18075,8.0395,0.5915,12.1
DISTRICT OF COLUMBIA,District of Columbia,11001,8.0401,0.5918,5.2
ALABAMA,Clay,1027,8.0417,0.5922,12.9
NEBRASKA,Scotts Bluff,31157,8.0468,0.5925,13.7
WYOMING,Washakie,56043,8.0468,0.5928,16.9
MICHIGAN,Isabella,26073,8.0525,0.5931,10.5
MARYLAND,Washington,24043,8.0532,0.5934,7.9
SOUTH CAROLINA,Richland,45079,8.0544,0.5938,10.9
TEXAS,Upshur,48459,8.0554,0.5941,17
TEXAS,Leon,48289,8.0557,0.5944,18.2
VIRGINIA,Patrick,51141,8.056,0.5947,14.5
MICHIGAN,Jackson,26075,8.0627,0.595,8.5
OHIO,Richland,39139,8.0637,0.5957,10
LOUISIANA,Vernon,22115,8.0637,0.5954,11.6
ALABAMA,Henry,1067,8.0656,0.596,11.5
COLORADO,Logan,8075,8.0662,0.5963,13
OREGON,Polk,41053,8.0675,0.5966,8.5
NORTH CAROLINA,Alleghany,37005,8.0691,0.5969,15.8
TEXAS,Crane,48103,8.0694,0.5973,17
TENNESSEE,White,47185,8.0735,0.5976,12.8
KANSAS,Neosho,20133,8.0758,0.5982,10.1
OREGON,Hood River,41027,8.0758,0.5979,13.1
ALABAMA,Lee,1081,8.0764,0.5989,9.5
FLORIDA,Broward,12011,8.0764,0.5985,18
NEW MEXICO,Union,35059,8.0767,0.5992,18.5
KENTUCKY,Hardin,21093,8.0774,0.5995,8.4
OREGON,Union,41061,8.0796,0.5998,10.9
UTAH,Carbon,49007,8.0818,0.6001,12.8
LOUISIANA,St. James,22093,8.0853,0.6004,13
GEORGIA,Gilmer,13123,8.0863,0.6008,22.3
KENTUCKY,Metcalfe,21169,8.0866,0.6011,15
OHIO,Muskingum,39119,8.0882,0.6014,8.8
ILLINOIS,Warren,17187,8.0885,0.6017,6.1
TEXAS,Hemphill,48211,8.0891,0.602,26.3
LOUISIANA,East Baton Rouge,22033,8.0898,0.6024,11.8
FLORIDA,Bay,12005,8.0914,0.6027,16.1
PENNSYLVANIA,Forest,42053,8.0933,0.603,6.4
TENNESSEE,Greene,47059,8.0936,0.6033,12.1
TENNESSEE,Marshall,47117,8.0984,0.6036,11.6
NORTH CAROLINA,Johnston,37101,8.0996,0.6039,14.6
INDIANA,Orange,18117,8.1022,0.6043,11
TEXAS,Ward,48475,8.1032,0.6046,17.4
