state,county,2010_population,2015_population
Wisconsin,Milwaukee,947735,958421
South Dakota,Miner,2389,2207
West Virginia,Mingo,26839,25317
Idaho,Minidoka,20069,20430
South Dakota,Minnehaha,169468,183439
Michigan,Missaukee,14849,14882
Montana,Missoula,109299,114122
Alabama,Mobile,412992,414462
California,Modoc,9686,9056
Colorado,Moffat,13795,12939
Arizona,Mohave,200186,204574
Missouri,Moniteau,15607,15873
New Jersey,Monmouth,630380,624079
California,Mono,14202,14077
Iowa,Monona,9243,8866
West Virginia,Monongalia,96189,104681
Texas,Montague,19719,19252
Michigan,Montcalm,63342,62763
California,Monterey,415057,430552
Colorado,Montezuma,25535,25716
Michigan,Montmorency,9765,9287
Pennsylvania,Montour,18267,18299
Colorado,Montrose,41276,40562
South Dakota,Moody,6486,6453
New Mexico,Mora,4881,4609
Louisiana,Morehouse,27979,26301
Nebraska,Morrill,5042,4925
Minnesota,Morrison,33198,32775
Texas,Motley,1210,1146
Illinois,Moultrie,14846,14743
North Dakota,Mountrail,7673,10311
Minnesota,Mower,39163,39492
Kentucky,Muhlenberg,31499,31245
Oregon,Multnomah,735334,790008
Iowa,Muscatine,42745,43068
Georgia,Muscogee,189885,198702
Michigan,Muskegon,172188,172447
Ohio,Muskingum,86074,86194
Oklahoma,Muskogee,70990,69319
Montana,Musselshell,4538,4628
Texas,Nacogdoches,64524,65462
Nebraska,Nance,3735,3573
Massachusetts,Nantucket,10172,10940
California,Napa,136484,140862
North Carolina,Nash,95840,93786
Louisiana,Natchitoches,39566,39004
Wyoming,Natrona,75450,82137
Arizona,Navajo,107449,107638
Texas,Navarro,47735,48181
Kansas,Neosho,16512,16287
Mississippi,Neshoba,29676,29481
Kansas,Ness,3107,3020
Delaware,New Castle,538479,553488
North Carolina,New Hanover,202667,219422
Connecticut,New Haven,862477,860186
Virginia,New Kent,18429,20377
Connecticut,New London,274055,269636
Missouri,New Madrid,18956,18067
New York,New York,1585873,1636063
Michigan,Newaygo,48460,47882
South Carolina,Newberry,37508,37772
Rhode Island,Newport,82888,83259
Virginia,Newport News,180719,180958
Idaho,Nez Perce,39265,39995
New York,Niagara,216469,212358
Minnesota,Nicollet,32727,33526
Wyoming,Niobrara,2484,2496
Minnesota,Nobles,21378,21748
Missouri,Nodaway,23370,22625
Texas,Nolan,15216,15111
Alaska,Nome,9492,9893
Massachusetts,Norfolk,670850,694502
Virginia,Norfolk City,242803,246457
Minnesota,Norman,6852,6621
Alaska,North Slope,9430,9788
Alaska,Northwest Arctic,7523,7772
Kansas,Norton,5671,5536
Virginia,Norton City,3958,4009
Virginia,Nottoway,15853,15606
Oklahoma,Nowata,10536,10519
Mississippi,Noxubee,11545,10942
Nebraska,Nuckolls,4500,4322
Texas,Nueces,340223,360504
Nevada,Nye,43946,42966
Iowa,O'Brien,14398,13926
Michigan,Oakland,1202362,1244602
Tennessee,Obion,31807,30561
New Jersey,Ocean,576567,587091
Michigan,Oceana,26570,26323
Texas,Ochiltree,10223,10698
Wisconsin,Oconto,37660,37472
Michigan,Ogemaw,21699,20877
South Dakota,Oglala Lakota,13586,14358
Illinois,Ogle,53497,51559
Georgia,Oglethorpe,14899,14732
Florida,Okaloosa,180822,197748
Washington,Okanogan,41120,41356
Florida,Okeechobee,39996,39854
Oklahoma,Okfuskee,12191,12107
Oklahoma,Okmulgee,40069,39065
Mississippi,Oktibbeha,47671,49510
North Dakota,Oliver,1846,1865
Minnesota,Olmsted,144248,151397
New York,Onondaga,467026,466277
North Carolina,Onslow,177772,193114
New York,Ontario,107931,109271
Michigan,Ontonagon,6780,6037
South Carolina,Orangeburg,92501,89159
Kansas,Osborne,3858,3641
Michigan,Oscoda,8640,8277
New York,Oswego,122109,119735
Nebraska,Otoe,15740,15842
Minnesota,Otter Tail,57303,57520
Colorado,Ouray,4436,4608
Wisconsin,Outagamie,176695,183328
Tennessee,Overton,22083,22067
Kentucky,Owsley,4755,4445
Idaho,Owyhee,11526,11288
Maine,Oxford,57833,57164
Missouri,Ozark,9723,9364
Wisconsin,Ozaukee,86395,87932
Washington,Pacific,20920,20869
Florida,Palm Beach,1320134,1424256
Iowa,Palo Alto,9421,9140
Texas,Palo Pinto,28111,27966
North Carolina,Pamlico,13144,12741
Indiana,Parke,17339,16970
Texas,Parker,116927,125640
Texas,Parmer,10269,9794
Florida,Pasco,464697,494895
North Carolina,Pasquotank,40661,39384
New Jersey,Passaic,501226,504629
Virginia,Patrick,18490,17960
Idaho,Payette,22623,22790
Oklahoma,Payne,77350,81363
Georgia,Peach,27695,26970
Mississippi,Pearl River,55834,54944
Texas,Pecos,15507,16030
North Dakota,Pembina,7413,7031
Missouri,Pemiscot,18296,17410
Washington,Pend Oreille,13001,13087
North Carolina,Pender,52217,57426
Maine,Penobscot,153923,151929
Illinois,Peoria,186494,186481
Wisconsin,Pepin,7469,7237
North Carolina,Perquimans,13453,13463
Nevada,Pershing,6753,6618
North Carolina,Person,39464,39190
Alaska,Petersburg,3815,3253
Virginia,Petersburg City,32420,31892
Montana,Petroleum,494,474
Missouri,Pettis,42201,42300
Pennsylvania,Philadelphia,1526006,1571065
Illinois,Piatt,16729,16350
Ohio,Pickaway,55698,56989
Tennessee,Pickett,5077,5139
Arizona,Pima,980263,1009103
Arizona,Pinal,375770,405614
Minnesota,Pine,29750,29045
Florida,Pinellas,916542,947060
Minnesota,Pipestone,9596,9295
Maine,Piscataquis,17535,16937
Colorado,Pitkin,17148,17940
North Carolina,Pitt,168148,176071
Oklahoma,Pittsburg,45837,44716
Virginia,Pittsylvania,63506,62010
Utah,Piute,1556,1491
California,Placer,348432,372841
Louisiana,Plaquemines,23042,23437
West Virginia,Pleasants,7605,7499
California,Plumas,20007,18427
Arkansas,Poinsett,24583,24002
Louisiana,Pointe Coupee,22802,22197
Montana,Pondera,6153,6095
Virginia,Poquoson City,12150,12021
Indiana,Porter,164343,167334
Virginia,Portsmouth City,95535,96336
Indiana,Posey,25910,25613
Iowa,Pottawattamie,93158,93563
Montana,Powder River,1743,1768
Idaho,Power,7817,7687
Iowa,Poweshiek,18914,18358
Virginia,Powhatan,28046,28056
Kansas,Pratt,9656,9697
Ohio,Preble,42270,41297
Mississippi,Prentiss,25276,25440
Texas,Presidio,7818,7057
Michigan,Presque Isle,13376,12801
West Virginia,Preston,33520,33842
Wisconsin,Price,14159,13578
Virginia,Prince Edward,23368,23120
Virginia,Prince George,35725,38246
Maryland,Prince George's,863420,906197
Alaska,Prince of Wales-Hyder,5559,6508
Virginia,Prince William,402002,450978
Rhode Island,Providence,626667,633747
Colorado,Prowers,12551,11936
Colorado,Pueblo,159063,163006
Oklahoma,Pushmataha,11572,11162
New Mexico,Quay,9041,8445
Maryland,Queen Anne's,47798,48984
New York,Queens,2230722,2305838
Georgia,Rabun,16276,16223
Wisconsin,Racine,195408,194672
Virginia,Radford City,16408,17295
Texas,Rains,10914,11136
West Virginia,Raleigh,78859,77363
Missouri,Ralls,10167,10169
Texas,Randall,120725,130368
Mississippi,Rankin,141617,149447
North Dakota,Ransom,5457,5451
Louisiana,Rapides,131613,131780
Virginia,Rappahannock,7373,7400
Montana,Ravalli,40212,41148
Kansas,Rawlins,2519,2506
Missouri,Ray,23494,22793
Texas,Reagan,3367,3807
Texas,Real,3309,3297
Minnesota,Red Lake,4089,4031
Nebraska,Red Willow,11055,10883
Minnesota,Redwood,16059,15425
Texas,Reeves,13783,15574
Texas,Refugio,7383,7326
Kansas,Reno,64511,63596
New York,Rensselaer,159429,159436
Kansas,Republic,4980,4688
Missouri,Reynolds,6696,6292
Tennessee,Rhea,31809,32373
Utah,Rich,2264,2300
Nebraska,Richardson,8363,8025
Virginia,Richmond City,204214,220856
Kansas,Riley,71115,77185
Iowa,Ringgold,5131,4977
New Mexico,Rio Arriba,40246,39370
Colorado,Rio Blanco,6666,6478
Colorado,Rio Grande,11982,11352
West Virginia,Ritchie,10449,10084
California,Riverside,2189641,2345816
Virginia,Roanoke,92376,93376
Virginia,Roanoke City,97032,99669
North Carolina,Robeson,134168,134460
Illinois,Rock Island,147546,146094
Virginia,Rockbridge,22307,22396
Kentucky,Rockcastle,17056,16932
Georgia,Rockdale,85215,88354
New York,Rockland,311687,322919
Texas,Rockwall,78337,90170
Oklahoma,Roger Mills,3647,3773
Oklahoma,Rogers,86905,90080
North Dakota,Rolette,13937,14698
Kansas,Rooks,5181,5179
Michigan,Roscommon,24449,23912
Minnesota,Roseau,15629,15621
Montana,Rosebud,9233,9347
Ohio,Ross,78064,77049
Colorado,Routt,23509,24360
Texas,Runnels,10501,10387
Vermont,Rutland,61642,59544
Iowa,Sac,10350,9966
California,Sacramento,1418788,1493674
Maine,Sagadahoc,35293,35120
Michigan,Saginaw,200169,193305
Colorado,Saguache,6108,6253
New Jersey,Salem,66083,63732
Virginia,Salem City,24802,25364
Utah,Salt Lake,1029655,1102273
South Carolina,Saluda,19875,20159
North Carolina,Sampson,63431,63559
Texas,San Augustine,8865,8349
California,San Benito,55269,58216
California,San Bernardino,2035210,2115411
California,San Diego,3095313,3280850
California,San Francisco,805235,863010
Texas,San Jacinto,26384,27361
California,San Joaquin,685306,722271
California,San Luis Obispo,269637,280077
California,San Mateo,718451,765055
Texas,San Patricio,64804,67117
Texas,San Saba,6131,5922
South Dakota,Sanborn,2355,2348
Montana,Sanders,11413,11293
New Mexico,Sandoval,131561,138521
Ohio,Sandusky,60944,59475
Illinois,Sangamon,197465,198898
Michigan,Sanilac,43114,41464
Utah,Sanpete,27822,28654
California,Santa Barbara,423895,442229
California,Santa Clara,1781642,1916285
New Mexico,Santa Fe,144170,148098
Florida,Santa Rosa,151372,166226
Florida,Sarasota,379448,404761
New York,Saratoga,219607,226078
North Dakota,Sargent,3829,3866
Nebraska,Sarpy,158840,175173
Wisconsin,Sauk,61976,63271
Nebraska,Saunders,20780,20949
Wisconsin,Sawyer,16557,16288
New York,Schenectady,154727,154733
Texas,Schleicher,3461,3195
Georgia,Schley,5010,5209
New York,Schoharie,32749,31405
Michigan,Schoolcraft,8485,8121
Pennsylvania,Schuylkill,148289,144117
Ohio,Scioto,79499,76992
Nebraska,Scotts Bluff,36970,36245
Georgia,Screven,14593,14059
Texas,Scurry,16921,17570
Arkansas,Searcy,8195,7835
Arkansas,Sebastian,125744,127385
Tennessee,Sequatchie,14112,14641
Oklahoma,Sequoyah,42391,41782
Texas,Shackelford,3378,3333
Missouri,Shannon,8441,8273
Mississippi,Sharkey,4916,4563
Arkansas,Sharp,17264,16808
California,Shasta,177223,178314
Wisconsin,Shawano,41949,41051
Kansas,Shawnee,177934,178689
Wisconsin,Sheboygan,115507,115196
Virginia,Shenandoah,41993,42848
Minnesota,Sherburne,88499,91415
Michigan,Shiawassee,70648,68505
Idaho,Shoshone,12765,12440
Minnesota,Sibley,15226,14889
Montana,Silver Bow,34200,34691
California,Siskiyou,44900,43254
Alaska,Sitka,8881,8778
Washington,Skagit,116901,121559
Alaska,Skagway Municipality,968,1088
Washington,Skamania,11066,11375
North Dakota,Slope,727,781
Virginia,Smyth,32208,31419
Washington,Snohomish,713335,769698
Pennsylvania,Snyder,39702,40509
New Mexico,Socorro,17866,17152
California,Solano,413344,433409
Texas,Somervell,8490,8618
California,Sonoma,483878,500863
Virginia,Southampton,18570,18136
Alaska,Southeast Fairbanks,7029,6812
Georgia,Spalding,64073,63818
South Carolina,Spartanburg,284307,296558
South Dakota,Spink,6415,6554
Washington,Spokane,471221,488610
Virginia,Spotsylvania,122397,129948
Louisiana,St Bernard,35897,45421
Wisconsin,St Croix,84345,87129
Arkansas,St Francis,28258,26651
Missouri,St Francois,65359,66232
Louisiana,St Helena,11203,10457
Louisiana,St James,22102,21481
Louisiana,St John the Baptist,45924,43523
Florida,St Johns,190039,226362
Louisiana,St Landry,83384,83649
New York,St Lawrence,111944,110348
Florida,St Lucie,277789,297282
Louisiana,St Martin,52160,53831
Louisiana,St Mary,54650,52876
Maryland,St Mary's,105151,110985
Louisiana,St Tammany,233740,248930
California,Stanislaus,514453,533211
South Dakota,Stanley,2966,2974
North Carolina,Stanly,60585,60622
Indiana,Starke,23363,22860
Texas,Starr,60968,63484
Virginia,Staunton City,23746,24185
Missouri,Ste Genevieve,18145,17804
Minnesota,Stearns,150642,156003
Illinois,Stephenson,47711,45668
Texas,Sterling,1143,1333
Montana,Stillwater,9117,9425
Missouri,Stoddard,29968,29736
North Carolina,Stokes,47401,46159
Texas,Stonewall,1490,1398
Nevada,Storey,4010,3876
Iowa,Story,89542,96636
New Hampshire,Strafford,123143,127038
North Dakota,Stutsman,21100,21047
Wyoming,Sublette,10247,10044
Virginia,Suffolk City,84585,88079
South Dakota,Sully,1373,1401
West Virginia,Summers,13927,13137
Mississippi,Sunflower,29450,26877
Pennsylvania,Susquehanna,43356,41775
California,Sutter,94737,95282
Texas,Sutton,4128,3915
Florida,Suwannee,41551,43677
North Carolina,Swain,13981,14326
Montana,Sweet Grass,3651,3620
Wyoming,Sweetwater,43806,44719
Minnesota,Swift,9783,9376
Texas,Swisher,7854,7477
Indiana,Switzerland,10613,10614
Georgia,Taliaferro,1717,1642
Alabama,Talladega,82291,81128
Mississippi,Tallahatchie,15378,14582
Alabama,Tallapoosa,41616,40605
Iowa,Tama,17767,17217
Missouri,Taney,51675,54216
Louisiana,Tangipahoa,121097,128716
New Mexico,Taos,32937,32797
Texas,Tarrant,1809034,1984880
Mississippi,Tate,28886,28465
Georgia,Tattnall,25520,25387
California,Tehama,63463,63158
Georgia,Telfair,16500,16451
Colorado,Teller,23350,23388
Louisiana,Tensas,5252,4772
Louisiana,Terrebonne,111860,113817
Texas,Terry,12651,12759
Nebraska,Thayer,5228,5129
Texas,Throckmorton,1641,1559
Georgia,Tift,40118,40536
Oregon,Tillamook,25250,25561
Oklahoma,Tillman,7992,7567
Mississippi,Tippah,22232,22018
Indiana,Tippecanoe,172780,186723
Mississippi,Tishomingo,19593,19481
Texas,Titus,32334,32626
Connecticut,Tolland,152691,151734
Texas,Tom Green,110224,117514
New York,Tompkins,101564,103006
Utah,Tooele,58218,62639
Montana,Toole,5324,5077
Georgia,Toombs,27223,27150
New Mexico,Torrance,16383,15596
North Dakota,Towner,2246,2251
Georgia,Towns,10471,11212
North Dakota,Traill,8121,7987
North Carolina,Transylvania,33090,33157
Minnesota,Traverse,3558,3373
Texas,Travis,1024266,1179805
Montana,Treasure,718,684
Kansas,Trego,3001,2907
Wisconsin,Trempealeau,28816,29441
Georgia,Treutlen,6885,6803
Kentucky,Trigg,14339,14218
Kentucky,Trimble,8809,8733
South Dakota,Tripp,5644,5422
Georgia,Troup,67044,69595
Tennessee,Trousdale,7870,8051
Ohio,Trumbull,210312,203328
West Virginia,Tucker,7141,7089
California,Tulare,442179,457161
Oklahoma,Tulsa,603403,640470
Mississippi,Tunica,10778,10264
California,Tuolumne,55365,53615
Alabama,Tuscaloosa,194656,204767
Ohio,Tuscarawas,92582,92739
Michigan,Tuscola,55729,53726
Georgia,Twiggs,9023,8347
Idaho,Twin Falls,77230,82245
North Carolina,Tyrrell,4407,4139
Wyoming,Uinta,21118,20763
Utah,Uintah,32588,37791
New York,Ulster,182493,179658
Oregon,Umatilla,75889,76467
Tennessee,Unicoi,18313,17819
Georgia,Upson,27153,26231
Texas,Upton,3355,3652
Texas,Uvalde,26405,26949
Texas,Val Verde,48879,48891
Alaska,Valdez-Cordova,9636,9319
New Mexico,Valencia,76569,75661
Ohio,Van Wert,28744,28319
Texas,Van Zandt,52579,53430
North Carolina,Vance,45422,44459
Indiana,Vanderburgh,179703,181504
Pennsylvania,Venango,54984,52954
California,Ventura,823318,845802
Indiana,Vermillion,16212,15593
Texas,Victoria,86793,92136
Indiana,Vigo,107848,107533
Wisconsin,Vilas,21430,21447
Ohio,Vinton,13435,13082
Virginia,Virginia Beach,437994,450304
Florida,Volusia,494593,516730
Minnesota,Wabasha,21676,21387
Kansas,Wabaunsee,7053,6887
Minnesota,Wadena,13843,13667
Oklahoma,Wagoner,73085,76733
Washington,Wahkiakum,3978,4023
North Carolina,Wake,900993,1022319
Florida,Wakulla,30776,31523
Maine,Waldo,38786,39120
Washington,Walla Walla,58781,59932
Kansas,Wallace,1485,1505
Texas,Waller,43205,48641
Oregon,Wallowa,7008,6813
North Dakota,Walsh,11119,10852
Mississippi,Walthall,15443,14601
Iowa,Wapello,35625,35456
Georgia,Ware,36312,35327
Indiana,Warrick,59689,61522
Utah,Wasatch,23530,29118
Oregon,Wasco,25213,25457
Minnesota,Waseca,19136,18926
Wyoming,Washakie,8533,8278
Wisconsin,Washburn,15911,15522
Oklahoma,Washita,11629,11687
Nevada,Washoe,421407,442453
Michigan,Washtenaw,344791,362975
North Carolina,Watauga,51079,53093
Minnesota,Watonwan,11211,11018
Wisconsin,Waukesha,389891,396237
Wisconsin,Waupaca,52410,51680
Wisconsin,Waushara,24496,23959
Virginia,Waynesboro City,21006,21542
Tennessee,Weakley,35021,33872
Texas,Webb,250304,269865
Utah,Weber,231236,242872
Colorado,Weld,252825,285819
Louisiana,West Baton Rouge,23788,25554
Louisiana,West Carroll,11604,11287
Louisiana,West Feliciana,15625,15383
New York,Westchester,949113,968773
Wyoming,Weston,7208,7208
West Virginia,Wetzel,16583,15777
Michigan,Wexford,32735,32889
Texas,Wharton,41280,41383
Washington,Whatcom,201140,211836
Montana,Wheatland,2168,2111
Nevada,White Pine,10030,9873
Illinois,Whiteside,58498,56919
Georgia,Whitfield,102599,103669
Washington,Whitman,44776,48164
Montana,Wibaux,1017,1072
Maryland,Wicomico,98733,101747
Texas,Wilbarger,13535,13055
Minnesota,Wilkin,6576,6357
Illinois,Will,677560,685877
Texas,Willacy,22134,21863
South Carolina,Williamsburg,34423,32519
Virginia,Williamsburg City,14068,14800
Virginia,Winchester City,26203,27480
Vermont,Windsor,56670,55541
Texas,Winkler,7110,8027
Louisiana,Winn,15313,14642
Iowa,Winneshiek,21056,20745
Minnesota,Winona,51461,50827
West Virginia,Wirt,5717,5804
Kentucky,Wolfe,7355,7241
Iowa,Woodbury,102172,102492
Arkansas,Woodruff,7260,6706
Oklahoma,Woods,8878,9303
Kansas,Woodson,3309,3144
Oklahoma,Woodward,20081,21608
Alaska,Wrangell,2369,2453
Ohio,Wyandot,22615,22176
Kansas,Wyandotte,157505,163682
Virginia,Wythe,29235,29097
North Carolina,Yadkin,38406,37619
Washington,Yakima,243231,247800
Alaska,Yakutat,662,635
Mississippi,Yalobusha,12678,12458
Oregon,Yamhill,99193,101381
North Carolina,Yancey,17818,17550
South Dakota,Yankton,22438,22682
New York,Yates,25348,25128
Arizona,Yavapai,211033,220805
Mississippi,Yazoo,28065,27411
Arkansas,Yell,22185,21506
Minnesota,Yellow Medicine,10438,9837
Montana,Yellowstone,147972,156529
Texas,Yoakum,7879,8644
California,Yolo,200849,212037
Texas,Young,18550,18163
California,Yuba,72155,74045
Alaska,Yukon-Koyukuk,5588,5465
Texas,Zapata,14018,14493
Texas,Zavala,11677,12310
South Dakota,Ziebach,2801,2837
